brandSKUId,label,facets_jsonb,categoryLabel,normalized_name,core_identity,brand_extracted,categories_parsed,primary_category,cluster_id
1972a39e-57f2-447a-ac59-f103843b28a3,CORNITOS Utsava-cgp006 750 Grams,"{""tags"": [""Corn Nuts"", ""Super Seeds"", ""Snack"", ""Pumpkin Seeds"", ""Wasabi Peas"", ""CORNITOS""], ""type"": ""Corn Nuts"", ""scent"": ""Savory"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""quantity"": ""Single Pack"", ""netWeight"": ""750 Grams"", ""packaging"": ""Resealable"", ""bestBefore"": ""N/A"", ""packetSize"": ""Multi-Use"", ""ingredients"": ""Pumpkin Seeds, Wasabi Peas"", ""productType"": ""Super Seeds"", ""seasonalUse"": ""Festive"", ""priceSegment"": ""Premium"", ""productBrand"": ""CORNITOS"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""caloricContent"": ""N/A"", ""certifications"": ""N/A"", ""dietaryOptions"": ""Vegetarian"", ""flavorSeasoning"": ""N/A"", ""marketingClaims"": ""The Bag of Happiness"", ""preparationType"": ""N/A"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""As Snack Mix"", ""targetDemographic"": ""Adults""}",Dry Fruits/Seeds,utsava cgp006,utsava cgp006 | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,8
1b435c83-5a0a-4cb4-8ee2-065cdc916789,CORNITOS Beetroot Nachos X 15 BAKED AND FRIED CORN CHIPS 1050 Grams,"{""tags"": [""snack"", ""nachos"", ""beetroot"", ""crispy"", ""healthy""], ""color"": ""Red"", ""shape"": ""Triangle"", ""flavour"": ""Beetroot"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""1050 g"", ""packetSize"": ""Multi-Use"", ""properties"": [""vegan"", ""❌ organic"", ""gluten free"", ""additive free"", ""❌ contains allergens""], ""crunchLevel"": ""High"", ""productType"": ""Nachos"", ""seasonalUse"": ""Any Time"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""Baked"", ""keyIngredient"": ""Corn"", ""specialFeature"": ""Baked and Fried"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""With dips"", ""targetDemographic"": ""General""}",Sweets/Snacks,beetroot nachos x baked and fried chips rams,beetroot nachos x baked and fried chips rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,49
1c5b02ab-dead-462e-bc04-67acfec5cca6,CORNITOS Sizzlin Jalapeno X 18 BAKED AND FRIED CORN CHIPS 990 Grams,"{""tags"": [""Snacks"", ""Corn Chips"", ""Jalapeno"", ""Baked"", ""Fried""], ""scent"": ""Spicy"", ""flavour"": ""Jalapeno"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""990 g"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ expansion pack"", ""recyclable packaging""], ""productType"": ""Chips"", ""seasonalUse"": ""Anytime"", ""packQuantity"": ""18 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Corn"", ""certifications"": ""FSSAI Approved"", ""portionControl"": ""Standard"", ""specialFeature"": ""Baked and Fried"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""targetDemographic"": ""Snack Lovers"", ""storageInstructions"": ""Cool and Dry Place"", ""servingRecommendation"": ""Shareable""}",Sweets/Snacks,sizzlin jalapeno x baked and fried chips rams,sizzlin jalapeno x baked and fried chips rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,56
1ea8990d-7cd3-4888-8ffb-9614cfd2e279,CORNITOS Sweet Chili No Onion Garlic 30g Nacho Crisps 30 Grams,"{""tags"": [""nacho crisps"", ""Thai sweet chili"", ""gluten free"", ""snack"", ""Cornitos""], ""scent"": ""Chili"", ""flavour"": ""Thai Sweet Chili"", ""texture"": ""Crunchy"", ""brandName"": ""Cornitos"", ""netWeight"": ""30g"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""productType"": ""Nacho Crisps"", ""seasonalUse"": ""All Seasons"", ""suitability"": ""Vegetarian"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": null, ""originCountry"": ""India"", ""packagingShape"": ""Pouch"", ""specialFeature"": ""Gluten Free"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""Adults"", ""dietaryCertification"": null}",Sweets/Snacks,sweet chili no onion garlic nacho crisps,sweet chili no onion garlic nacho crisps | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,24
1ec3b440-17d7-431a-bf30-7ab028ae7747,Cornitos Sweet Chili 150 Grams,"{""tags"": [""snack"", ""crispy"", ""chili"", ""Cornitos"", ""sweets""], ""brand"": ""Cornitos"", ""color"": ""Brown and Yellow"", ""scent"": ""Sweet and Spicy"", ""vegan"": null, ""flavour"": ""Sweet Chili"", ""texture"": ""Crispy"", ""netWeight"": ""150 g"", ""glutenFree"": null, ""packetSize"": ""Single-Use"", ""spiceLevel"": ""Mild"", ""productType"": ""Nacho Crisps"", ""seasonalUse"": ""Year-Round"", ""suitableFor"": ""Vegetarians"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""certification"": null, ""keyIngredient"": null, ""packagingType"": ""Resealable Bag"", ""preservatives"": null, ""specialFeature"": null, ""countryOfOrigin"": null, ""applicationMethod"": ""Snack"", ""targetDemographic"": ""General""}",Sweets/Snacks,sweet chili rams,sweet chili rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,22
21893c39-11a3-4d4c-b166-bff794bab60b,CORNITOS 200g Nachos Institutional Pack 200 Grams,"{""tags"": [""snack"", ""crisps"", ""tortilla"", ""corn"", ""fried"", ""crispy"", ""flavored""], ""shape"": ""Crisps"", ""flavour"": ""Salted"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""200 g"", ""shelfLife"": ""Best before 6 months"", ""packetSize"": ""Multi-Use"", ""productType"": ""Tortilla Chips"", ""seasonalUse"": ""Year-Round"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""certification"": ""Made from Non-GMO Corn"", ""cookingMethod"": ""Fried"", ""keyIngredient"": ""Corn"", ""packagingType"": ""Pouch"", ""specialFeature"": ""Non-GMO"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""Enjoy with dips"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place"", ""dietaryConsideration"": ""Vegetarian""}",Sweets/Snacks,nachos institutional rams,nachos institutional rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,47
2693795e-c373-4054-b729-95d209bf87c6,CORNITOS TIKKA MASALA Nacho Can With Cheese Dip Baked And Cooked Corn Chips 60 Grams,"{""tags"": [""Nacho Chips"", ""Savory Snack"", ""Tikka Masala"", ""Cheese Dip"", ""Snacks""], ""scent"": ""Savory"", ""shape"": ""Round"", ""flavour"": ""Tikka Masala"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""60 g"", ""packetSize"": ""Single-Use"", ""productType"": ""Chips"", ""seasonalUse"": ""All Year Round"", ""servingSize"": ""30 g"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Corn"", ""resealability"": ""Resealable"", ""caloricContent"": ""Approx 300 kcal"", ""certifications"": ""N/A"", ""specialFeature"": ""Baked"", ""suggestedPairing"": ""With dips"", ""applicationMethod"": ""Ready to Eat"", ""dietaryPreference"": ""Vegetarian"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General Audience""}",Sweets/Snacks,tikka masala nacho with cheese dip baked and cooked chips rams,tikka masala nacho with cheese dip baked and cooked chips rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,-1
276e7246-2fc2-4d3a-a71b-7daf3421963d,Cornitos Roasted Almonds 30 Grams,"{""tags"": [""Roasted Almonds"", ""Healthy Snack"", ""Nut Snack"", ""Lightly Salted"", ""Cornitos""], ""color"": ""Brown"", ""scent"": ""Nutty"", ""flavour"": ""Lightly Salted"", ""texture"": ""Crunchy"", ""brandName"": ""Cornitos"", ""netWeight"": ""30 g"", ""packetSize"": ""Single-Use"", ""properties"": [""resealable""], ""brandOrigin"": ""India"", ""productType"": ""Almonds"", ""seasonalUse"": ""Year-Round"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Salty"", ""keyIngredient"": ""Almond"", ""certifications"": ""FSSAI"", ""specialFeature"": ""Roasted"", ""packageMaterial"": ""Plastic"", ""applicationMethod"": ""Snack"", ""targetDemographic"": ""Adults"", ""caloriesPerServing"": ""174""}",Sweets/Snacks,roasted almonds rams,roasted almonds rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,-1
281f06b6-87be-46da-a3a3-978374099a45,CORNITOS Taco Shell 4 Inch 24 Pcs BAKED AND FRIED 160 Grams,"{""tags"": [""Taco Shells"", ""Snacks"", ""CORNITOS"", ""Baked"", ""Fried""], ""color"": ""N/A"", ""scent"": ""N/A"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""160 g"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ organic"", ""contains gluten"", ""❌ suitable for microwave""], ""productType"": ""Taco Shells"", ""seasonalUse"": ""N/A"", ""servingSize"": ""N/A"", ""hasAllergens"": ""N/A"", ""packQuantity"": ""24 Each"", ""priceSegment"": ""Affordable"", ""compatibility"": ""N/A"", ""keyIngredient"": ""N/A"", ""packagingType"": ""Box"", ""specialFeature"": ""Baked and Fried"", ""applicationMethod"": ""N/A"", ""targetDemographic"": ""N/A"", ""caloriesPerServing"": ""N/A""}",Sweets/Snacks,taco shell pcs baked and fried rams,taco shell pcs baked and fried rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,40
2867a5d5-08b2-4c4d-bc7a-ad889f8fda73,CORNITOS Nacho Chips- Tomato Mexicana 22 Grams,"{""tags"": [""nacho chips"", ""snack"", ""tomato"", ""crispy"", ""cornitos""], ""brand"": ""CORNITOS"", ""color"": ""Red and Yellow"", ""scent"": ""Tomato"", ""region"": ""Mexican"", ""flavour"": ""Tomato Mexicana"", ""texture"": ""Crispy"", ""netVolume"": null, ""netWeight"": ""22 Grams"", ""packShape"": ""Bag"", ""snackForm"": ""Chips"", ""packetSize"": ""Single-Use"", ""specialTag"": null, ""seasonalUse"": ""Year-round"", ""servingSize"": ""1 Packet"", ""crunchFactor"": ""High"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""1 Each"", ""resealability"": ""Non-resealable"", ""certifications"": ""N/A"", ""ingredientType"": ""Vegetarian"", ""applicationMethod"": ""Ready-to-eat"", ""packagingMaterial"": ""Plastic"", ""prominentFeatures"": ""Nacho Style"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""All Ages""}",Sweets/Snacks,nacho chips tomato mexicana,nacho chips tomato mexicana | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,44
28879a45-2028-4c36-bba2-de45e2c61c3a,CORNITOS Tomato Salsa Nacho Crisps Baked And Fried Corn Chips 150 Grams,"{""tags"": [""Nacho Crisps"", ""Snack"", ""Corn Chips"", ""Tomato Salsa"", ""Baked and Fried"", ""Cornitos"", ""Gluten Free"", ""Vegan""], ""flavour"": ""Tomato Salsa"", ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""netWeight"": ""150 Grams"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ resealable""], ""colorScheme"": ""Red and Brown"", ""productType"": ""Chips"", ""seasonalUse"": null, ""mainNutrient"": ""Carbohydrates"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Corn"", ""certifications"": ""FSSAI Approved"", ""dietCompatible"": ""Vegan"", ""specialFeature"": ""Baked and Fried"", ""marketingClaims"": ""Gluten Free"", ""energyPerServing"": ""135 kcal"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General""}",Sweets/Snacks,tomato salsa nacho crisps baked and fried chips,tomato salsa nacho crisps baked and fried chips | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,44
2a2fa712-cb07-4163-b19d-8e63f3fd503e,CORNITOS Utsava-cgp012 Set 650 Grams,"{""tags"": [""dry fruits"", ""snack"", ""nuts"", ""spicy mix"", ""Indian"", ""healthy snack""], ""type"": ""Mixed Nuts"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""650 Grams"", ""packetSize"": ""Multi-Use"", ""properties"": [""vegan"", ""❌ nut free"", ""gluten free"", ""❌ certified organic""], ""seasonalUse"": ""Festive"", ""allergenInfo"": ""Contains Nuts"", ""priceSegment"": ""Affordable"", ""productBrand"": ""CORNITOS"", ""sourceRegion"": ""India"", ""tasteProfile"": ""Savory"", ""varietyGrade"": ""N/A"", ""certification"": ""FSSAI"", ""usedInRecipes"": ""N/A"", ""flavorSeasoning"": ""Spicy"", ""preparationType"": ""Roasted"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""2-3 servings"", ""targetDemographic"": ""Family"", ""storageInstructions"": ""Store in a cool, dry place""}",Dry Fruits/Seeds,utsava cgp012 set,utsava cgp012 set | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,8
2bab71ff-30b3-4d48-bc6d-3a984340db58,CORNITOS TOMATO MEXICANA BAKED AND FRIED CORN CHIPS Bag 150 Grams,"{""tags"": [""Corn Chips"", ""Snacks"", ""Tomato Flavored"", ""Baked Snacks""], ""color"": ""Red and Brown"", ""scent"": ""Savory"", ""shape"": ""Round"", ""flavour"": ""Tomato"", ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""netWeight"": ""150 g"", ""packetSize"": ""Single-Use"", ""properties"": [""vegan"", ""certified"", ""❌ gluten free"", ""❌ resealable""], ""productType"": ""Chips"", ""seasonalUse"": ""All Year"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""Fried"", ""keyIngredient"": ""Corn"", ""specialFeature"": ""Baked"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General""}",Sweets/Snacks,tomato mexicana baked and fried chips rams,tomato mexicana baked and fried chips rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,43
2ccae89d-91ff-46b8-b2af-44574f815492,CORNITOS POP N CRUNCH PARTY MIX 25 GM,"{""tags"": [""party mix"", ""snack"", ""crunchy"", ""CORNITOS"", ""salted peanuts""], ""color"": ""Blue"", ""scent"": ""Nutty"", ""shape"": ""Mixed"", ""coating"": ""Salted"", ""flavour"": null, ""texture"": ""Crunchy"", ""brandName"": ""CORNITOS"", ""netVolume"": null, ""netWeight"": ""25 Grams"", ""snackForm"": ""Mixture"", ""packetSize"": ""Single-Use"", ""properties"": [""gluten free"", ""resealable"", ""source of fiber"", ""❌ vegan friendly"", ""source of protein"", ""zero cholesterol""], ""specialTag"": null, ""seasonalUse"": ""Party"", ""priceSegment"": ""Affordable"", ""countUnitEach"": null, ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General""}",Crunchy Snack,pop n crunch party mix,pop n crunch party mix | crunchy snack,CORNITOS,Crunchy Snack,Crunchy Snack,13
2d014c38-db51-4402-82d8-8fd6988d94b7,CORNITOS Funza Beetroot Veggie Nachos Baked And Fried Corn Chips 40 Grams,"{""tags"": [""beetroot"", ""nachos"", ""snacks"", ""spicy"", ""baked"", ""healthy snacks""], ""color"": ""Beetroot Red"", ""scent"": ""Spicy"", ""flavour"": ""Spicy Pepper"", ""texture"": ""Crispy"", ""category"": ""Sweets/Snacks"", ""brandName"": ""CORNITOS"", ""netWeight"": ""40 g"", ""packetSize"": ""Single-Use"", ""crunchLevel"": ""High"", ""productType"": ""Nachos"", ""seasonalUse"": ""Anytime Snack"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Spicy and Savory"", ""certification"": ""Product of India"", ""cookingMethod"": ""No Cooking Required"", ""keyIngredient"": ""Beetroot"", ""packagingType"": ""Flexible Pack"", ""resealability"": ""Resealable"", ""specialFeature"": ""Baked"", ""snackHealthiness"": ""Low-Calorie"", ""applicationMethod"": ""Ready to Eat"", ""servingSuggestion"": ""Ideal for Parties"", ""targetDemographic"": ""Snack Lovers""}",Sweets/Snacks,funza beetroot veggie nachos baked and fried chips rams,funza beetroot veggie nachos baked and fried chips rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,49
2d87bd58-5ec2-46bd-813b-937be81a9853,CORNITOS Thai Sweet Chilli Nacho Crisps 70g Euro Pack Baked And Fried Corn Chips 70 Grams,"{""tags"": [""nacho crisps"", ""snack"", ""Thai flavor"", ""corn chips"", ""crispy snacks""], ""brand"": ""CORNITOS"", ""color"": ""Purple"", ""scent"": ""Chilli"", ""shape"": ""Rectangular"", ""appeal"": ""Savory Snack"", ""flavour"": ""Sweet Chilli"", ""texture"": ""Crispy"", ""netWeight"": ""70 g"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealability""], ""productType"": ""Chips"", ""seasonalUse"": ""Any Season"", ""iconsVisible"": ""Vegan, No Added Preservatives"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Spicy"", ""keyIngredient"": ""Corn"", ""certifications"": ""Gluten Free"", ""marketingClaim"": ""New"", ""specialFeature"": ""Gluten Free"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""All Ages""}",Sweets/Snacks,thai sweet chilli nacho crisps euro baked and fried chips rams,thai sweet chilli nacho crisps euro baked and fried chips rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,45
2f6e82c8-9b8c-4dd2-9032-58179b5ae302,CORNITOS Taco Shell 6 Inch 24 Pcs BAKED AND FRIED 240 Grams,"{""tags"": [""Taco Shells"", ""Snacks"", ""CORNITOS"", ""Baked"", ""Fried""], ""brand"": ""CORNITOS"", ""scent"": ""Mild"", ""region"": ""Mexican"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""foodForm"": ""Ready to Eat"", ""netWeight"": ""240 grams"", ""shelfLife"": ""N/A"", ""snackType"": ""Savory"", ""packetSize"": ""Multi-Use"", ""productType"": ""Taco Shells"", ""seasonalUse"": ""Year-Round"", ""dietaryClaim"": ""N/A"", ""mealOccasion"": ""Snack"", ""packQuantity"": ""24 Each"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""N/A"", ""keyIngredient"": ""N/A"", ""packagingType"": ""Box"", ""specialFeature"": ""Baked and Fried"", ""servingSuggestion"": ""DIY Tacos"", ""targetDemographic"": ""General""}",Sweets/Snacks,taco shell pcs baked and fried,taco shell pcs baked and fried | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,40
3400f661-1f32-4ff7-9bdd-e49bd50f22e2,Cornitos Lime And Mint Nachos Retail Can 50 Grams,"{""tags"": [""Cornitos"", ""Nachos"", ""Snacks"", ""Lime"", ""Mint""], ""color"": ""Yellow"", ""scent"": ""Minty"", ""flavour"": ""Lime and Mint"", ""texture"": ""Crispy"", ""material"": ""Metal Can"", ""brandName"": ""Cornitos"", ""netWeight"": ""50 g"", ""packetSize"": ""Single-Use"", ""productType"": ""Nacho Crisps"", ""seasonalUse"": null, ""allergenInfo"": null, ""packQuantity"": ""1 Each"", ""packageShape"": ""Cylinder"", ""priceSegment"": ""Affordable"", ""certification"": null, ""keyIngredient"": null, ""resealability"": ""Non-reseal"", ""marketingClaim"": null, ""specialFeature"": null, ""countryOfOrigin"": null, ""applicationMethod"": ""Snack"", ""dietaryPreference"": null, ""servingSuggestion"": ""Great for parties"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,lime and mint nachos retail rams,lime and mint nachos retail rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,61
3569e1af-a734-4cb8-9299-d53d5714b1bf,CORNITOS Peri 60g X 18 Case 1080 Grams,"{""tags"": [""snacks"", ""corn chips"", ""peri peri"", ""crispy"", ""savory""], ""scent"": ""Savory"", ""shape"": ""Box"", ""flavour"": ""Peri Peri"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""1080 g"", ""packetSize"": ""Multi-Use"", ""properties"": [""recyclable packaging""], ""spiceLevel"": ""Medium"", ""productType"": ""Tortilla Chips"", ""seasonalUse"": ""All Year Round"", ""packQuantity"": ""18 Each"", ""priceSegment"": ""Affordable"", ""certification"": ""N/A"", ""cookingMethod"": ""N/A"", ""keyIngredient"": ""Corn"", ""preservatives"": ""N/A"", ""specialFeature"": ""N/A"", ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Cardboard"", ""servingSuggestion"": ""Pair with Dips"", ""targetDemographic"": ""Snacking Consumers"", ""storageInstruction"": ""Keep in a Cool, Dry Place""}",Sweets/Snacks,peri x case rams,peri x case rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,17
37174779-9de2-4f9c-a2d6-883c68b828a4,CORNITOS 6 Inch Corn Tortilla Wraps 360 Grams,"{""tags"": [""corn"", ""tortilla"", ""wrap"", ""snack"", ""healthy""], ""scent"": ""Mild corn aroma"", ""texture"": ""Soft"", ""dietType"": ""Vegetarian"", ""formType"": ""Wrap"", ""mealType"": ""Snacks"", ""packSize"": null, ""prepTime"": ""Quick preparation"", ""allergens"": ""None specified"", ""brandName"": ""CORNITOS"", ""netWeight"": ""360 g"", ""packaging"": ""Poly Bag"", ""labelClaim"": null, ""packetSize"": ""Multi-Use"", ""grainDetail"": null, ""productType"": ""Corn Tortilla Wraps"", ""seasonalUse"": ""All Year"", ""caloricValue"": ""Per serving basis"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""Ready to eat"", ""productOrigin"": ""India"", ""nutritionalClaim"": ""Low fat"", ""specialAttribute"": null, ""servingSuggestion"": ""With fillings"", ""targetDemographic"": ""Healthy eaters""}",Cereal/Grain/Pulse Products,tortilla wraps rams,tortilla wraps rams | cereal grain pulse products,CORNITOS,"Cereal, Grain, Pulse Products",Cereal,1
