brandSKUId,label,facets_jsonb,categoryLabel,normalized_name,core_identity,brand_extracted,categories_parsed,primary_category,cluster_id
0047a5ab-5b95-4996-8557-d8fac814279b,"Haldiram - Kaju Katli, 500 Gram","{""tags"": [""Haldiram"", ""Kaju Katli"", ""Sweets"", ""Indian Desserts"", ""Cashew""], ""color"": ""White"", ""scent"": ""Nutty"", ""shape"": ""Square"", ""flavour"": null, ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""500 g"", ""expiryDate"": ""6 months from manufacturing"", ""packetSize"": ""Multi-Use"", ""productType"": ""Kaju Katli"", ""seasonalUse"": ""Festive"", ""allergenInfo"": ""Contains nuts"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""certification"": ""FSSAI"", ""keyIngredient"": ""Cashew"", ""specialFeature"": null, ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""servingSuggestion"": ""Can be served as dessert"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,kaju katli,kaju katli | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,365
053b9ee1-f75b-4632-abca-93fd82bf5b5a,"Haldiram - Besan Khatai, 250 Gram","{""tags"": [""Haldiram"", ""Besan Khatai"", ""snack"", ""sweet"", ""Indian sweets"", ""crispy"", ""ready to eat""], ""scent"": ""Nutty"", ""flavour"": null, ""texture"": ""Crispy"", ""idealFor"": ""Snacking"", ""brandName"": ""Haldiram"", ""netWeight"": ""250 g"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealability""], ""productType"": ""Khatai"", ""seasonalUse"": ""Year-Round"", ""iconicSymbol"": null, ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""transparency"": ""Opaque"", ""certification"": null, ""dietaryClaims"": null, ""keyIngredient"": ""Besan"", ""marketingClaim"": ""Snack"", ""specialFeature"": null, ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Great for tea time"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,besan khatai,besan khatai | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,374
0599494c-7a36-49ed-a4ea-6391304fa9dd,"Haldiram - Rusk Combo, 300 Gram","{""tags"": [""crunchy"", ""snack"", ""baked"", ""rusk"", ""Haldiram""], ""scent"": ""Baked"", ""flavour"": ""Special Suji"", ""texture"": ""Crunchy"", ""brandName"": ""HALDIRAM"", ""netVolume"": null, ""netWeight"": ""300 Grams"", ""snackForm"": ""Rusk"", ""expiryDate"": null, ""packetSize"": ""Multi-Use"", ""specialTag"": null, ""batchNumber"": null, ""ingredients"": ""Wheat Flour, Sugar, Ghee"", ""seasonalUse"": ""Any Time"", ""bakingMethod"": ""Baked"", ""priceSegment"": ""Affordable"", ""certification"": null, ""countUnitEach"": null, ""countryOfOrigin"": ""India"", ""preparationType"": ""Ready to Eat"", ""applicationMethod"": ""Snack"", ""dietaryPreference"": ""Vegetarian"", ""manufacturingDate"": null, ""servingSuggestion"": ""With Tea"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,rusk combo,rusk combo | sweets snacks,HALDIRAM,"Sweets, Snacks",Sweets,-1
05bd7212-0b9b-4128-bc7d-5c086f0fc59f,"Haldiram - Badam Katli, 500 Gram","{""tags"": [""sweet"", ""snack"", ""Haldiram"", ""Badam Katli"", ""almond candy""], ""color"": ""White"", ""scent"": ""Sweet"", ""origin"": ""India"", ""flavour"": null, ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""500 g"", ""shelfLife"": ""6 Months"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ resealable""], ""productType"": ""Katli"", ""seasonalUse"": ""Festivals"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Almond"", ""specialFeature"": null, ""applicationMethod"": ""Ready to Eat"", ""nutritionalClaims"": ""High in Protein"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""All Ages"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,badam katli,badam katli | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,-1
05cea820-0630-4573-afe5-510c392e581c,"Haldiram - Chips Brown Rice Cocktail, Rs.10/-","{""tags"": [""snack"", ""Haldiram"", ""chips"", ""brown rice"", ""crispy""], ""baked"": ""N/A"", ""fried"": ""N/A"", ""scent"": ""Savory"", ""vegan"": ""N/A"", ""flavour"": ""N/A"", ""organic"": ""N/A"", ""texture"": ""Crispy"", ""brandName"": ""Haldiram"", ""netWeight"": ""65 g"", ""glutenFree"": ""N/A"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealability""], ""spiceLevel"": ""Mild"", ""productType"": ""Chips"", ""seasonalUse"": ""N/A"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Rice"", ""specialFeature"": ""N/A"", ""dietaryPreference"": ""N/A"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Crunchy Snack,chips brown rice cocktail,chips brown rice cocktail | crunchy snack,Haldiram,Crunchy Snack,Crunchy Snack,151
05db7670-c392-4e6d-9bb3-f8fd94ed5715,"Haldiram - Patisa (Ghee), 500 Gram","{""tags"": [""Haldiram"", ""Patisa"", ""Ghee"", ""Sweet"", ""Almond"", ""Premium"", ""Multi-Use"", ""Indian""], ""color"": ""Purple"", ""flavour"": ""Ghee"", ""occasion"": ""Festive"", ""allergens"": null, ""brandName"": ""Haldiram"", ""netWeight"": ""500 g"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ resealable""], ""productType"": ""Patisa"", ""packQuantity"": ""1 Each"", ""preservation"": ""Store in a cool dry place"", ""priceSegment"": ""Premium"", ""keyIngredient"": ""Almond"", ""certifications"": ""FSSAI"", ""marketingClaim"": null, ""specialFeature"": null, ""countryOfOrigin"": ""India"", ""packagingMaterial"": ""Box"", ""servingSuggestion"": ""Tea Time"", ""dietaryRestrictions"": null, ""manufacturingMethod"": ""Traditional"", ""storageInstructions"": ""Keep away from direct sunlight""}",Sweets/Snacks,patisa ghee,patisa ghee | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,356
05e77761-32b8-40fc-89c5-66ad1584a4dc,"Haldiram - Tangy Mango, 50 Gram","{""tags"": [""Haldiram"", ""Tangy Mango"", ""Dehydrated Fruits"", ""Snacks"", ""Sweets"", ""Mango Snack"", ""Healthy Snack""], ""color"": ""Yellow"", ""scent"": ""Fruity"", ""region"": ""India"", ""flavour"": ""Tangy"", ""texture"": ""Dried"", ""dietType"": ""N/A"", ""brandName"": ""Haldiram"", ""netWeight"": ""50 g"", ""packetSize"": ""Single-Use"", ""productType"": ""Dehydrated Fruits"", ""seasonalUse"": ""Summer"", ""servingSize"": ""N/A"", ""calorieCount"": ""N/A"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""sugarContent"": ""Moderate"", ""cookingMethod"": ""N/A"", ""keyIngredient"": ""Mango"", ""specialFeature"": ""N/A"", ""nutritionalClaim"": ""Rich in vitamins"", ""applicationMethod"": ""Snack"", ""targetDemographic"": ""General"", ""storageInstruction"": ""Store in a cool dry place""}",Sweets/Snacks,tangy mango,tangy mango | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,292
05f27e7b-6c0b-4775-96b2-ebf85d7e3469,"Haldiram - Teekha Meetha, Rs.10/-","{""tags"": [""Haldiram"", ""Namkeen"", ""Bhujia"", ""Spicy Snack"", ""Indian Snacks""], ""scent"": ""Spicy"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""category"": ""Bhujia / Namkeen"", ""mealType"": ""Snack"", ""allergens"": ""N/A"", ""brandName"": ""Haldiram"", ""netWeight"": ""10 g"", ""packetSize"": ""Single-Use"", ""properties"": [""resealable""], ""productType"": ""Teekha Meetha"", ""seasonalUse"": ""All Year Round"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""Ready to Eat"", ""keyIngredients"": ""N/A"", ""dietaryPreference"": ""Vegetarian"", ""packagingMaterial"": ""Plastic"", ""regionalSpecialty"": ""Indian"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""General Audience"", ""nutritionalBenefits"": ""N/A"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,teekha meetha,teekha meetha | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,273
061b9aa2-c995-4a9f-ab3d-e2779b23ea5d,"Haldiram - Malai Sev, Rs.10/-","{""tags"": [""Haldiram"", ""Malai Sev"", ""Bhujia"", ""Namkeen"", ""Snacks"", ""Indian Snacks"", ""Savory Treats""], ""brand"": ""Haldiram"", ""color"": ""Light Yellow"", ""scent"": ""Savory"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""category"": ""Bhujia / Namkeen"", ""netWeight"": ""10 g"", ""packetSize"": ""Single-Use"", ""spiceLevel"": ""Mild"", ""consistency"": ""N/A"", ""ingredients"": ""N/A"", ""productType"": ""Malai Sev"", ""seasonalUse"": ""Any Season"", ""bakedOrFried"": ""Fried"", ""priceSegment"": ""Affordable"", ""flavorProfile"": ""Savory Snack"", ""certifications"": ""N/A"", ""dietaryFeatures"": ""Vegetarian"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""Direct Consumption"", ""targetDemographic"": ""All Ages"", ""nutritionalInformation"": ""Available""}",Bhujia / Namkeen,malai sev,malai sev | bhujia namkeen,Haldiram,"Bhujia, Namkeen",Bhujia,84
064efba7-e449-4433-892c-f9f1c56e432c,"Haldiram - Honey Oatmeal, 140 Gram","{""tags"": [""Haldiram"", ""Cookies"", ""Honey"", ""Oatmeal"", ""Snack"", ""Eggless""], ""origin"": ""India"", ""flavour"": ""Honey Oatmeal"", ""texture"": ""Crunchy"", ""brandName"": ""Haldiram"", ""netWeight"": ""140 g"", ""bestBefore"": ""6 Months"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""productType"": ""Cookies"", ""seasonalUse"": null, ""suitableFor"": ""Snacking"", ""packQuantity"": null, ""priceSegment"": ""Affordable"", ""certification"": ""FSSAI"", ""keyIngredient"": ""Oatmeal"", ""specialFeature"": ""Eggless"", ""packagingMaterial"": ""Box"", ""targetDemographic"": ""All Ages"", ""dietaryInformation"": ""Vegetarian"", ""recommendedServing"": ""Individual""}",Sweets/Snacks,honey oatmeal,honey oatmeal | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,211
06562560-0bb7-4d8c-9702-cae822ee5a76,"Haldiram - Fruit And Nut Cluster In Box, 100 Gram","{""tags"": [""Haldiram"", ""Fruit and Nut"", ""Confectionery"", ""Gifting"", ""Snack""], ""scent"": ""Sweet"", ""texture"": ""Crunchy"", ""mainType"": ""Candy"", ""brandName"": ""Haldiram"", ""netLitres"": ""N/A"", ""netVolume"": ""N/A"", ""netWeight"": ""100 Grams"", ""unitCount"": ""N/A"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""seasonalUse"": ""All Year"", ""occasionType"": ""Gift Pack"", ""priceSegment"": ""Affordable"", ""productShape"": ""Box"", ""cocoaPercentage"": ""N/A"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Cardboard"", ""servingSuggestion"": ""Direct Consumption"", ""specialAttributes"": ""N/A"", ""targetDemographic"": ""General"", ""flavourOrIngredient"": ""Nuts"", ""storageInstructions"": ""Store in a cool, dry place""}",Confectionery/Chocolates,fruit and nut cluster in box,fruit and nut cluster in box | confectionery chocolates,Haldiram,"Confectionery, Chocolates",Confectionery,112
066f4a1c-a90d-4f4e-a782-e6ffb1b2310f,"Haldiram - Baklava, 700 Gram Tin","{""tags"": [""Haldiram"", ""Baklava"", ""Sweets"", ""Snacks"", ""Premium"", ""Indian Sweets"", ""Dessert""], ""color"": ""Pink and Gold"", ""scent"": ""Nutty"", ""origin"": ""India"", ""flavour"": ""N/A"", ""texture"": ""Crunchy"", ""brandName"": ""Haldiram"", ""netWeight"": ""700 g"", ""packetSize"": ""Multi-Use"", ""properties"": [""has nuts"", ""❌ contains preservatives"", ""suitable for vegetarians""], ""productType"": ""Baklava"", ""seasonalUse"": ""Festivals"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""keyIngredient"": ""N/A"", ""packagingType"": ""Tin"", ""certifications"": ""N/A"", ""specialFeature"": ""N/A"", ""sweetnessLevel"": ""Moderate"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""All Ages""}",Sweets/Snacks,baklava,baklava | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,140
067d1828-a58f-447c-9b42-a073eaa00be7,"Haldiram - Maida Gujia, 500 Gram","{""tags"": [""Haldiram"", ""Gujia"", ""Sweets"", ""Snacks"", ""Indian Snacks"", ""Festive Treats""], ""scent"": ""Sweet"", ""origin"": ""India"", ""flavour"": null, ""texture"": ""Crispy"", ""brandName"": ""Haldiram"", ""netWeight"": ""500 g"", ""packetSize"": ""Single-Use"", ""productType"": ""Gujia"", ""seasonalUse"": ""Festivals"", ""servingSize"": ""1 Gujia"", ""allergenInfo"": ""Contains Wheat"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""cookingMethod"": null, ""keyIngredient"": null, ""certifications"": ""Hygienically Packed"", ""specialFeature"": null, ""nutritionalInfo"": ""Contains carbohydrates and sugars"", ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Serve as a snack or dessert"", ""targetDemographic"": ""All Ages"", ""storageInstructions"": ""Keep in a cool, dry place""}",Sweets/Snacks,maida,maida | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,363
06df4f32-aa70-4f73-94e4-eea437418d55,"Haldiram - Tomato Salsa, 180 Gram","{""tags"": [""Haldiram"", ""Tomato Salsa"", ""Snack"", ""Dipping Sauce"", ""Vegetarian""], ""scent"": ""Savory"", ""flavour"": ""Tomato"", ""texture"": ""Smooth"", ""brandName"": ""HALDIRAM"", ""netVolume"": null, ""netWeight"": ""180 Grams"", ""snackForm"": null, ""packetSize"": ""Single-Use"", ""specialTag"": null, ""visibility"": ""Transparent"", ""cuisineType"": ""Indian"", ""seasonalUse"": ""Any Season"", ""cookingStyle"": ""Ready to Eat"", ""packMaterial"": ""Plastic"", ""priceSegment"": ""Affordable"", ""certification"": ""FSSAI Approved"", ""countUnitEach"": null, ""resealability"": ""Not Resealable"", ""applicationMethod"": ""Dipping"", ""dietaryPreference"": ""Vegetarian"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""All Ages"", ""storageInstructions"": ""Keep in a cool, dry place"", ""additionalIngredients"": ""Spices""}",Crunchy Snack,tomato salsa,tomato salsa | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,247
06ee3003-f88e-446b-aec0-784199ad7c1b,"Haldiram - Aloo Masala Chips, Rs.10/-","{""tags"": [""snack"", ""crispy"", ""spicy"", ""aloo masala"", ""Haldiram""], ""scent"": ""Spicy"", ""origin"": ""India"", ""cuisine"": ""Indian"", ""flavour"": ""Masala"", ""texture"": ""Crispy"", ""brandName"": ""HALDIRAM"", ""netVolume"": null, ""netWeight"": ""10 Grams"", ""shelfLife"": ""6 Months"", ""snackForm"": ""Chips"", ""packetSize"": ""Single-Use"", ""properties"": [""suitable for vegetarians""], ""specialTag"": null, ""spiceLevel"": ""Medium"", ""seasonalUse"": ""Any Time Snack"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""1 Each"", ""packagingType"": ""Flexible Pack"", ""certifications"": null, ""applicationMethod"": ""Ready to Eat"", ""promotionalClaims"": ""Traditional Snack"", ""servingSuggestion"": ""Perfect for Tea Time"", ""targetDemographic"": ""General"", ""ingredientHighlight"": ""Potato""}",Sweets/Snacks,aloo masala chips,aloo masala chips | sweets snacks,HALDIRAM,"Sweets, Snacks",Sweets,313
0709f4fe-96d6-47c1-a234-d9dba9dba363,"Haldiram - Teekha Meetha Mixture, 90 Gram","{""tags"": [""snack"", ""Haldiram"", ""teekha"", ""meetha"", ""mixture"", ""crunchy snack""], ""color"": ""Golden Brown"", ""scent"": ""Savory"", ""flavour"": ""Teekha Meetha"", ""texture"": ""Crunchy"", ""brandName"": ""HALDIRAM"", ""netVolume"": ""N/A"", ""netWeight"": ""90 Grams"", ""snackForm"": ""Mixture"", ""packetSize"": ""Single-Use"", ""properties"": [""resealable""], ""specialTag"": ""N/A"", ""productType"": ""Snack Food"", ""seasonalUse"": ""N/A"", ""allergenInfo"": ""Contains nuts"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""1 Each"", ""certifications"": ""FSSAI"", ""spicinessLevel"": ""Medium"", ""applicationMethod"": ""Ready to Eat"", ""dietaryPreference"": ""Vegetarian"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General"", ""servingSuggestions"": ""Enjoy with tea"", ""manufacturingCountry"": ""India""}",Sweets/Snacks,teekha meetha mixture,teekha meetha mixture | sweets snacks,HALDIRAM,"Sweets, Snacks",Sweets,273
07498b15-410f-477a-b58d-61ae32c84df4,"Haldiram - Roasted Kaju Salted, 200 Gram","{""tags"": [""Haldiram"", ""Roasted Kaju"", ""Salted Nuts"", ""Snacks"", ""Cashews"", ""Crunchy""], ""color"": ""Golden"", ""scent"": ""Nutty"", ""taste"": ""Savory"", ""flavour"": ""Salted"", ""texture"": ""Crunchy"", ""brandName"": ""Haldiram"", ""netWeight"": ""200 g"", ""packetSize"": ""Single-Use"", ""properties"": [""export quality"", ""resealability""], ""productType"": ""Nuts"", ""seasonalUse"": ""Anytime"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""certification"": ""N/A"", ""keyIngredient"": ""Cashew"", ""dietPreference"": ""Vegetarian"", ""specialFeature"": ""Roasted"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,roasted kaju salted,roasted kaju salted | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,-1
07940c0f-c697-4725-a778-7e05a00ac769,"Haldiram - Assorted Gajjak, 1.5 Kg","{""tags"": [""Haldiram"", ""Gajjak"", ""Assorted Sweets"", ""Winter Gift"", ""Snacks""], ""scent"": ""Nutty"", ""flavour"": ""N/A"", ""texture"": ""Crunchy"", ""brandName"": ""Haldiram"", ""netWeight"": ""1.5 Kg"", ""packetSize"": ""Multi-Use"", ""productType"": ""Gajjak"", ""seasonalUse"": ""Winter"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""keyIngredient"": ""N/A"", ""resealability"": ""N/A"", ""certifications"": ""N/A"", ""packagingShape"": ""Box"", ""specialFeature"": ""N/A"", ""countryOfOrigin"": ""India"", ""marketingClaims"": ""Gift pack"", ""applicationMethod"": ""Ready to eat"", ""dietCompatibility"": ""N/A"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""All ages"", ""storageInstructions"": ""Cool and dry place""}",Sweets/Snacks,assorted gajjak,assorted gajjak | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,304
07e24cdb-54fc-4881-9aaf-d4c935424538,"Haldiram - Plain Burfi, 400 Gram","{""tags"": [""Indian Sweets"", ""Dessert"", ""Gift Box"", ""Traditional Sweets""], ""scent"": ""Sweet"", ""flavour"": null, ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""400 g"", ""shelfLife"": ""6 months"", ""packetSize"": ""Single-Use"", ""productType"": ""Burfi"", ""seasonalUse"": ""Festivals"", ""packQuantity"": null, ""priceSegment"": ""Affordable"", ""keyIngredient"": null, ""packagingType"": ""Box"", ""certifications"": ""FSSAI Approved"", ""specialFeature"": null, ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""dietaryPreference"": ""Vegetarian"", ""servingSuggestion"": ""Ideal for gifting"", ""targetDemographic"": ""All Ages"", ""storageInstructions"": ""Store in a cool place""}",Sweets/Snacks,plain burfi,plain burfi | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,375
08321867-f3d7-4e08-b536-c04b2af4f523,"Haldiram - Lite Chiwda, 150 Gram","{""tags"": [""Haldiram"", ""Crunchy Snack"", ""Chiwda"", ""Light Snack"", ""Vegetarian""], ""scent"": ""Mildly Spiced"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""brandName"": ""HALDIRAM"", ""netVolume"": ""N/A"", ""netWeight"": ""150 Grams"", ""shelfLife"": ""6 Months"", ""snackForm"": ""Chiwda"", ""packetSize"": ""Single-Use"", ""properties"": [""resealable""], ""specialTag"": ""N/A"", ""ingredients"": ""Rice, Peanuts, Edible Oil, Spices"", ""seasonalUse"": ""Year-Round"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""1 Each"", ""certifications"": ""N/A"", ""countryOfOrigin"": ""India"", ""marketingClaims"": ""Light and Crunchy"", ""dietaryPreference"": ""Vegetarian"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Snack Time"", ""targetDemographic"": ""Adults and Kids"", ""cookingInstructions"": ""Ready to Eat"", ""storageInstructions"": ""Keep in a cool, dry place""}",Crunchy Snack,lite chiwda,lite chiwda | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,-1
08556938-f5e0-4d5a-912f-bb7bfdcee8c1,"Haldiram - Meethe Pal, 1.5 Kg","{""tags"": [""Haldiram"", ""Sweets"", ""Indian Sweets"", ""1.5 Kg"", ""Affordable""], ""color"": ""Purple"", ""scent"": ""N/A"", ""flavour"": ""N/A"", ""texture"": ""N/A"", ""pairWith"": ""N/A"", ""brandName"": ""Haldiram"", ""netWeight"": ""1.5 Kg"", ""brandStory"": ""N/A"", ""packetSize"": ""Multi-Use"", ""productType"": ""Sweets"", ""seasonalUse"": ""N/A"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""unitsPerPack"": ""N/A"", ""keyIngredient"": ""N/A"", ""certifications"": ""N/A"", ""specialFeature"": ""N/A"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""N/A"", ""packagingMaterial"": ""Cardboard"", ""productDimensions"": ""354x214x75 mm"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""N/A"", ""storageInstructions"": ""Keep in a cool, dry place""}",Sweets/Snacks,meethe pal,meethe pal | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,104
0869b913-af64-4f13-91e6-fd46ea001fc6,"Haldiram - Chips Classic Salted, 38 Gram","{""tags"": [""Haldiram"", ""Chips"", ""Snacks"", ""Classic Salted"", ""Crunchy""], ""color"": ""Green"", ""scent"": ""Savory"", ""flavour"": ""Classic Salted"", ""texture"": ""Crispy"", ""brandName"": ""HALDIRAM"", ""netVolume"": ""N/A"", ""netWeight"": ""38 Grams"", ""snackForm"": ""Chips"", ""packetSize"": ""Single-Use"", ""pieceCount"": ""N/A"", ""properties"": [""❌ resalability""], ""specialTag"": ""N/A"", ""seasonalUse"": ""N/A"", ""servingSize"": ""N/A"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""N/A"", ""flavorProfile"": ""Savory"", ""packagingType"": ""Single Bag"", ""certifications"": ""N/A"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""All Ages"", ""dietaryRestrictions"": ""N/A""}",Crunchy Snack,chips classic salted,chips classic salted | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,248
08902d5e-8c03-4a67-8ea3-d2df622e277f,"Haldiram - Small Masala Samosa, 200 Gram","{""tags"": [""Haldiram"", ""Samosa"", ""Masala"", ""Snacks"", ""200g"", ""Purple Packaging"", ""Affordable""], ""scent"": ""Spiced"", ""flavour"": ""Masala"", ""texture"": ""Crispy"", ""brandName"": ""Haldiram"", ""imageType"": ""Digital Mock-Up"", ""netWeight"": ""200 g"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealability""], ""productType"": ""Samosa"", ""seasonalUse"": null, ""packQuantity"": ""1 Each"", ""packageColor"": ""Purple"", ""priceSegment"": ""Affordable"", ""keyIngredient"": null, ""specialFeature"": null, ""marketingClaims"": null, ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""General""}",Sweets/Snacks,masala samosa,masala samosa | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,361
